FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F11,40,0.001,6,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38]"

F11,40,1e-06,6,"[(2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35), (0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38)]","[0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38]"

F11,40,1e-09,6,"[(0, 1, 3, 5, 6, 7, 9, 12, 13, 14, 17, 19, 21, 23, 24, 26, 31, 32, 33, 38), (2, 30, 37, 39), (4, 20, 22, 25), (8, 16, 34, 36), (10, 11, 15, 28), (18, 27, 29, 35)]",[]

F11,50,0.1,8,"[(2, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11), (14, 29, 45, 48), (15, 16, 30, 32), (28, 41), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 27, 31, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 27, 31, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"

F11,50,0.001,7,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"

F11,50,1e-06,7,"[(2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 42, 43, 44, 46, 47, 49]"

F11,50,1e-09,8,"[(0, 1, 3, 5, 6, 8, 9, 12, 13, 17, 19, 20, 21, 23, 24, 25, 36, 37, 39, 40, 43, 44, 46, 47, 49), (2, 27, 31, 38), (4, 22, 33, 35), (7, 18, 26, 34), (10, 11, 28, 41), (14, 29, 45, 48), (15, 16, 30, 32), (42,)]",[42]

F11,60,0.1,8,"[(2, 11, 34), (4, 10, 22, 40), (7, 14, 32, 49), (15, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 18, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57, 58)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 18, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57, 58]"

F11,60,0.001,8,"[(2, 11, 34, 58), (4, 10, 22, 40), (7, 14, 32, 49), (15, 18, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57]"

F11,60,1e-06,8,"[(2, 11, 34, 58), (4, 10, 22, 40), (7, 14, 32, 49), (15, 18, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 31, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57]"

F11,60,1e-09,9,"[(0, 1, 3, 6, 8, 9, 12, 13, 16, 17, 19, 20, 21, 23, 24, 25, 36, 37, 38, 39, 44, 45, 46, 47, 48, 51, 52, 53, 55, 57), (2, 11, 34, 58), (4, 10, 22, 40), (7, 14, 32, 49), (15, 18, 27, 56), (26, 28, 35, 59), (29, 42, 50, 54), (30, 33, 41, 43), (5, 31)]","[5, 31]"

F11,70,0.1,9,"[(2, 40, 50, 65), (3, 45, 54), (4, 43, 62, 68), (7, 51, 59), (10, 41, 49, 53), (22, 26, 27, 48), (28, 34, 56, 69), (31, 33, 42), (0, 1, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 30, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 55, 57, 58, 60, 61, 63, 64, 66, 67)]","[0, 1, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 30, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 55, 57, 58, 60, 61, 63, 64, 66, 67]"

F11,70,0.001,9,"[(2, 40, 50, 65), (3, 11, 45, 54), (4, 43, 62, 68), (7, 30, 51, 59), (10, 41, 49, 53), (22, 26, 27, 48), (28, 34, 56, 69), (31, 33, 42, 55), (0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67)]","[0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67]"

F11,70,1e-06,9,"[(2, 40, 50, 65), (3, 11, 45, 54), (4, 43, 62, 68), (7, 30, 51, 59), (10, 41, 49, 53), (22, 26, 27, 48), (28, 34, 56, 69), (31, 33, 42, 55), (0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67)]","[0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 29, 32, 35, 36, 37, 38, 39, 44, 46, 47, 52, 57, 58, 60, 61, 63, 64, 66, 67]"

F11,70,1e-09,10,"[(0, 1, 5, 6, 8, 9, 12, 13, 15, 16, 17, 18, 20, 21, 23, 24, 25, 29, 35, 36, 37, 38, 39, 44, 46, 47, 52, 58, 60, 61, 63, 64, 66, 67), (2, 40, 50, 65), (3, 11, 45, 54), (4, 43, 62, 68), (7, 30, 51, 59), (10, 41, 49, 53), (22, 26, 27, 48), (28, 34, 56, 69), (31, 33, 42, 55), (14, 19, 32, 57)]","[14, 19, 32, 57]"

F11,80,0.1,11,"[(2, 34, 52), (4, 56, 73), (7, 22, 26), (10, 23, 31, 57), (11, 28, 33, 53), (17, 55, 60, 62), (27, 30, 50, 77), (38, 41, 42, 79), (40, 48, 63, 69), (45, 66, 68, 71), (0, 1, 3, 5, 6, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 72, 74, 75, 76, 78)]","[0, 1, 3, 5, 6, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 72, 74, 75, 76, 78]"

F11,80,0.001,11,"[(2, 34, 52, 72), (3, 7, 22, 26), (4, 56, 73), (10, 23, 31, 57), (11, 28, 33, 53), (17, 55, 60, 62), (27, 30, 50, 77), (38, 41, 42, 79), (40, 48, 63, 69), (45, 66, 68, 71), (0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78)]","[0, 1, 5, 6, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78]"

F11,80,1e-06,11,"[(2, 34, 52, 72), (3, 7, 22, 26), (4, 6, 56, 73), (10, 23, 31, 57), (11, 28, 33, 53), (17, 55, 60, 62), (27, 30, 50, 77), (38, 41, 42, 79), (40, 48, 63, 69), (45, 66, 68, 71), (0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78)]","[0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78]"

F11,80,1e-09,11,"[(0, 1, 5, 8, 9, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 29, 32, 35, 36, 37, 39, 43, 44, 46, 47, 49, 51, 54, 58, 59, 61, 64, 65, 67, 70, 74, 75, 76, 78), (2, 34, 52, 72), (3, 7, 22, 26), (4, 6, 56, 73), (10, 23, 31, 57), (11, 28, 33, 53), (17, 55, 60, 62), (27, 30, 50, 77), (38, 41, 42, 79), (40, 48, 63, 69), (45, 66, 68, 71)]",[]

F11,90,0.1,12,"[(2, 13, 41, 53), (3, 62, 75), (4, 55, 59, 74), (6, 22, 48, 61), (7, 78, 89), (8, 33, 63), (15, 17, 40), (18, 27, 50), (24, 42, 56, 77), (30, 43, 45, 66), (54, 73, 79, 80), (0, 1, 5, 9, 10, 11, 12, 14, 16, 19, 20, 21, 23, 25, 26, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 51, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 82, 83, 84, 85, 86, 87, 88)]","[0, 1, 5, 9, 10, 11, 12, 14, 16, 19, 20, 21, 23, 25, 26, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 51, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 82, 83, 84, 85, 86, 87, 88]"

F11,90,0.001,12,"[(2, 13, 41, 53), (3, 62, 75), (4, 55, 59, 74), (6, 22, 48, 61), (7, 26, 78, 89), (8, 16, 33, 63), (15, 17, 38, 40), (18, 27, 50, 51), (24, 42, 56, 77), (30, 43, 45, 66), (54, 73, 79, 80), (0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 82, 83, 84, 85, 86, 87, 88)]","[0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 82, 83, 84, 85, 86, 87, 88]"

F11,90,1e-06,12,"[(2, 13, 41, 53), (3, 62, 75, 82), (4, 55, 59, 74), (6, 22, 48, 61), (7, 26, 78, 89), (8, 16, 33, 63), (15, 17, 38, 40), (18, 27, 50, 51), (24, 42, 56, 77), (30, 43, 45, 66), (54, 73, 79, 80), (0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88)]","[0, 1, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 39, 44, 46, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 70, 71, 72, 76, 81, 83, 84, 85, 86, 87, 88]"

F11,90,1e-09,13,"[(0, 1, 10, 11, 12, 20, 21, 23, 25, 28, 29, 31, 32, 35, 36, 37, 39, 44, 47, 49, 52, 57, 58, 60, 64, 65, 67, 68, 69, 71, 72, 76, 81, 84, 85, 86, 87, 88), (2, 13, 41, 53), (3, 62, 75, 82), (4, 55, 59, 74), (6, 22, 48, 61), (7, 26, 78, 89), (8, 16, 33, 63), (15, 17, 38, 40), (18, 27, 50, 51), (24, 42, 56, 77), (30, 43, 45, 66), (54, 73, 79, 80), (5, 9, 14, 19, 34, 46, 70, 83)]","[5, 9, 14, 19, 34, 46, 70, 83]"

F11,100,0.1,14,"[(1, 41, 42, 61), (2, 55, 86), (3, 43, 62, 71), (4, 15, 17, 40), (6, 45, 48, 99), (7, 13, 30), (8, 22, 24, 33), (16, 73, 75, 93), (18, 63), (27, 68, 90), (53, 54, 92, 95), (56, 74), (60, 76, 80, 82), (0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 26, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 51, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 78, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98)]","[0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 26, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 51, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 78, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98]"

F11,100,0.001,13,"[(1, 41, 42, 61), (2, 26, 55, 86), (3, 43, 62, 71), (4, 15, 17, 40), (6, 45, 48, 99), (7, 13, 30, 78), (8, 22, 24, 33), (16, 73, 75, 93), (18, 56, 63, 74), (27, 51, 68, 90), (53, 54, 92, 95), (60, 76, 80, 82), (0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98)]","[0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98]"

F11,100,1e-06,13,"[(1, 41, 42, 61), (2, 26, 55, 86), (3, 43, 62, 71), (4, 15, 17, 40), (6, 45, 48, 99), (7, 13, 30, 78), (8, 22, 24, 33), (16, 73, 75, 93), (18, 56, 63, 74), (27, 51, 68, 90), (53, 54, 92, 95), (60, 76, 80, 82), (0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98)]","[0, 5, 9, 10, 11, 12, 14, 19, 20, 21, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 44, 46, 47, 49, 50, 52, 57, 58, 59, 64, 65, 66, 67, 69, 70, 72, 77, 79, 81, 83, 84, 85, 87, 88, 89, 91, 94, 96, 97, 98]"

F11,100,1e-09,16,"[(0, 10, 12, 20, 21, 23, 28, 29, 31, 36, 37, 44, 52, 58, 59, 64, 65, 72, 79, 81, 85, 87, 88, 91, 94), (1, 41, 42, 61), (2, 26, 55, 86), (3, 43, 62, 71), (4, 15, 17, 40), (6, 45, 48, 99), (7, 13, 30, 78), (8, 22, 24, 33), (16, 73, 75, 93), (18, 56, 63, 74), (19, 49, 50, 66), (27, 51, 68, 90), (53, 54, 92, 95), (60, 76, 80, 82), (70, 77), (5, 9, 11, 14, 25, 32, 34, 35, 38, 39, 46, 47, 57, 67, 69, 83, 84, 89, 96, 97, 98)]","[5, 9, 11, 14, 25, 32, 34, 35, 38, 39, 46, 47, 57, 67, 69, 83, 84, 89, 96, 97, 98]"

