FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F18,40,1e-06,34,"[(0, 3), (1, 13, 18, 32, 33), (2, 5, 15, 16, 17, 22, 27, 28, 30, 37, 39), (3, 38), (4, 8, 10, 13, 14, 15, 16, 17, 25, 26, 27, 30, 34, 35, 37), (5, 7, 13, 17, 26, 32, 33), (6, 21, 23), (7, 26, 32, 33), (8, 10, 13, 14, 15, 17, 25, 27, 30, 35, 36, 37), (9, 38), (10, 13, 15, 18, 26, 29), (11, 28), (12, 18, 26, 31), (13, 18, 24, 31, 32, 33), (14, 17, 26), (15, 26, 27, 28, 30, 37), (16, 17, 25, 26, 27, 30, 34, 35, 36, 37), (17, 29, 36), (18, 21, 23, 25, 27, 29, 30, 32, 33, 35, 37), (19, 21), (20, 22, 25, 26, 27, 30, 34, 35, 37), (21, 23), (22, 26, 28), (24, 31), (25, 27, 30, 34, 35, 37), (27, 29, 30, 34, 35, 37), (28, 30, 37), (29, 30, 34, 37), (30, 34, 35, 37, 39), (32, 33), (34, 36), (36, 37), (38, 39), (23, 26, 31, 33, 35, 37, 39)]","[23, 26, 31, 33, 35, 37, 39]"
F18,40,1e-09,34,"[(0, 3), (1, 13, 18, 32, 33), (2, 5, 15, 16, 17, 22, 27, 28, 30, 37, 39), (3, 38), (4, 8, 10, 13, 14, 15, 16, 17, 25, 26, 27, 30, 34, 35, 37), (5, 7, 13, 17, 26, 32, 33), (6, 21, 23), (7, 26, 32, 33), (8, 10, 13, 14, 15, 17, 25, 27, 30, 35, 36, 37), (9, 38), (10, 13, 15, 18, 26, 29), (11, 28), (12, 18, 26, 31), (13, 18, 24, 31, 32, 33), (14, 17, 26), (15, 26, 27, 28, 30, 37), (16, 17, 25, 26, 27, 30, 34, 35, 36, 37), (17, 29, 36), (18, 21, 23, 25, 27, 29, 30, 32, 33, 35, 37), (19, 21), (20, 22, 25, 26, 27, 30, 34, 35, 37), (21, 23), (22, 26, 28), (24, 31), (25, 27, 30, 34, 35, 37), (27, 29, 30, 34, 35, 37), (28, 30, 37), (29, 30, 34, 37), (30, 34, 35, 37, 39), (32, 33), (34, 36), (36, 37), (38, 39), (23, 26, 31, 33, 35, 37, 39)]","[23, 26, 31, 33, 35, 37, 39]"
F18,50,0.1,31,"[(0, 3), (1, 12, 49), (2, 27), (3, 46), (4, 22, 33), (5, 17, 25), (6, 23, 24), (7, 18), (8, 43), (9, 19), (10, 11, 41), (11, 28), (13, 25), (14, 45), (15, 30), (16, 32), (18, 34), (19, 21), (20, 42, 43), (21, 36), (24, 37), (26, 34), (27, 38), (29, 48), (30, 32), (31, 38), (33, 35), (39, 46), (40, 49), (45, 48), (12, 17, 22, 23, 25, 28, 32, 34, 35, 36, 37, 38, 41, 42, 43, 44, 46, 47, 48, 49)]","[12, 17, 22, 23, 25, 28, 32, 34, 35, 36, 37, 38, 41, 42, 43, 44, 46, 47, 48, 49]"
F18,50,0.001,31,"[(0, 3), (1, 12, 49), (2, 27), (3, 46), (4, 22, 33), (5, 17, 25), (6, 23, 24), (7, 18), (8, 43), (9, 19), (10, 11, 41), (11, 28), (13, 25), (14, 45), (15, 30), (16, 32), (18, 34), (19, 21), (20, 42, 43), (21, 36), (24, 37), (26, 34), (27, 38), (29, 48), (30, 32), (31, 38), (33, 35), (39, 46), (40, 49), (45, 48), (12, 17, 22, 23, 25, 28, 32, 34, 35, 36, 37, 38, 41, 42, 43, 44, 46, 47, 48, 49)]","[12, 17, 22, 23, 25, 28, 32, 34, 35, 36, 37, 38, 41, 42, 43, 44, 46, 47, 48, 49]"
F18,50,1e-06,42,"[(0, 3), (1, 12, 13, 18, 42, 43, 49), (2, 5, 6, 11, 20, 22, 27, 28, 29, 30, 32, 33, 35, 37, 45, 48, 49), (3, 13, 14, 18, 21, 42, 43, 46), (4, 5, 8, 13, 14, 15, 16, 18, 19, 21, 22, 23, 26, 29, 30, 32, 33, 34, 35, 40, 42, 43, 45), (5, 13, 15, 16, 17, 18, 22, 25, 26, 28, 29, 30, 32, 33, 34, 35, 45, 48), (6, 23, 24), (7, 15, 16, 18, 29, 30, 33, 34, 35), (8, 13, 15, 16, 18, 25, 26, 29, 30, 32, 33, 34, 35, 43, 45), (9, 17, 19, 21, 23), (10, 11, 13, 14, 15, 16, 18, 28, 30, 33, 35, 41, 42, 43), (11, 13, 15, 16, 18, 25, 26, 28, 29, 30, 32, 33, 34, 35, 45), (13, 14, 15, 16, 18, 19, 21, 25, 26, 29, 30, 32, 33, 34, 35, 39, 42, 43, 45, 46), (14, 15, 16, 18, 19, 21, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 38, 39, 41, 42, 43, 45, 46), (15, 16, 18, 25, 26, 29, 30, 32, 33, 34, 35, 42, 43, 45), (16, 18, 25, 29, 30, 32, 33, 34, 35), (17, 18, 26, 29, 30, 32, 33, 34, 35, 45), (18, 19, 21, 26, 29, 30, 31, 32, 33, 34, 35, 39, 42, 43, 45, 46), (19, 21, 23), (20, 21, 26, 29, 30, 32, 33, 34, 35, 42, 43, 45), (21, 23, 36, 39, 42, 43, 46), (22, 26, 28, 29, 30, 31, 32, 33, 34, 35, 45), (24, 37, 42, 43), (25, 26, 29, 30, 32, 33, 34, 35, 42, 45), (26, 29, 30, 31, 32, 33, 34, 35, 42, 43, 45), (27, 29, 30, 31, 32, 33, 34, 35, 38, 42, 43, 45), (28, 29, 30, 32, 33, 34, 35, 45, 48), (29, 30, 32, 33, 34, 35, 45, 48), (30, 32), (31, 32, 33, 34, 35, 38, 45, 48), (32, 48), (33, 34, 35, 42, 43, 45), (34, 35, 38, 41, 42, 43, 45, 48), (35, 45), (36, 42, 43), (38, 42, 43), (39, 46), (40, 42, 43, 49), (42, 43, 46, 48), (43, 46), (45, 48), (12, 23, 37, 41, 44, 46, 47, 48, 49)]","[12, 23, 37, 41, 44, 46, 47, 48, 49]"
F18,50,1e-09,42,"[(0, 3), (1, 12, 13, 18, 42, 43, 49), (2, 5, 6, 11, 20, 22, 27, 28, 29, 30, 32, 33, 35, 37, 45, 48, 49), (3, 13, 14, 18, 21, 42, 43, 46), (4, 5, 8, 13, 14, 15, 16, 18, 19, 21, 22, 23, 26, 29, 30, 32, 33, 34, 35, 40, 42, 43, 45), (5, 13, 15, 16, 17, 18, 22, 25, 26, 28, 29, 30, 32, 33, 34, 35, 45, 48), (6, 23, 24), (7, 15, 16, 18, 29, 30, 33, 34, 35), (8, 13, 15, 16, 18, 25, 26, 29, 30, 32, 33, 34, 35, 43, 45), (9, 17, 19, 21, 23), (10, 11, 13, 14, 15, 16, 18, 28, 30, 33, 35, 41, 42, 43), (11, 13, 15, 16, 18, 25, 26, 28, 29, 30, 32, 33, 34, 35, 45), (13, 14, 15, 16, 18, 19, 21, 25, 26, 29, 30, 32, 33, 34, 35, 39, 42, 43, 45, 46), (14, 15, 16, 18, 19, 21, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 38, 39, 41, 42, 43, 45, 46), (15, 16, 18, 25, 26, 29, 30, 32, 33, 34, 35, 42, 43, 45), (16, 18, 25, 29, 30, 32, 33, 34, 35), (17, 18, 26, 29, 30, 32, 33, 34, 35, 45), (18, 19, 21, 26, 29, 30, 31, 32, 33, 34, 35, 39, 42, 43, 45, 46), (19, 21, 23), (20, 21, 26, 29, 30, 32, 33, 34, 35, 42, 43, 45), (21, 23, 36, 39, 42, 43, 46), (22, 26, 28, 29, 30, 31, 32, 33, 34, 35, 45), (24, 37, 42, 43), (25, 26, 29, 30, 32, 33, 34, 35, 42, 45), (26, 29, 30, 31, 32, 33, 34, 35, 42, 43, 45), (27, 29, 30, 31, 32, 33, 34, 35, 38, 42, 43, 45), (28, 29, 30, 32, 33, 34, 35, 45, 48), (29, 30, 32, 33, 34, 35, 45, 48), (30, 32), (31, 32, 33, 34, 35, 38, 45, 48), (32, 48), (33, 34, 35, 42, 43, 45), (34, 35, 38, 41, 42, 43, 45, 48), (35, 45), (36, 42, 43), (38, 42, 43), (39, 46), (40, 42, 43, 49), (42, 43, 46, 48), (43, 46), (45, 48), (12, 23, 37, 41, 44, 46, 47, 48, 49)]","[12, 23, 37, 41, 44, 46, 47, 48, 49]"
F18,60,0.1,38,"[(0, 53), (1, 38), (2, 11, 34), (3, 55), (4, 10, 22), (5, 31), (6, 24), (7, 14, 49), (8, 13, 52), (9, 39), (12, 46), (14, 32), (15, 27), (16, 31, 51), (17, 37, 45), (18, 56), (19, 21), (20, 52), (21, 36), (22, 40), (23, 36), (24, 46), (25, 37), (26, 35), (27, 56), (28, 59), (29, 42, 50), (30, 41), (33, 41, 43), (34, 58), (35, 59), (38, 57), (39, 55), (42, 54), (44, 47), (47, 53), (48, 57), (10, 11, 13, 31, 32, 36, 37, 40, 41, 43, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59)]","[10, 11, 13, 31, 32, 36, 37, 40, 41, 43, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
F18,60,0.001,38,"[(0, 53), (1, 38), (2, 11, 34), (3, 55), (4, 10, 22), (5, 31), (6, 24), (7, 14, 49), (8, 13, 52), (9, 39), (12, 46), (14, 32), (15, 27), (16, 31, 51), (17, 37, 45), (18, 56), (19, 21), (20, 52), (21, 36), (22, 40), (23, 36), (24, 46), (25, 37), (26, 35), (27, 56), (28, 59), (29, 42, 50), (30, 41), (33, 41, 43), (34, 58), (35, 59), (38, 57), (39, 55), (42, 54), (44, 47), (47, 53), (48, 57), (10, 11, 13, 31, 32, 36, 37, 40, 41, 43, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59)]","[10, 11, 13, 31, 32, 36, 37, 40, 41, 43, 45, 46, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
F18,60,1e-06,57,"[(0, 1, 3, 5, 6, 10, 11, 14, 16, 20, 21, 27, 31, 51, 53, 56), (1, 3, 5, 6, 10, 11, 14, 16, 18, 20, 21, 27, 31, 38, 51, 56), (2, 3, 5, 6, 11, 14, 16, 18, 20, 21, 31, 34, 51, 56), (3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 58), (4, 5, 10, 11, 14, 16, 18, 22, 40, 56), (5, 6, 10, 11, 14, 16, 18, 20, 21, 27, 31, 51, 56), (6, 10, 11, 12, 14, 16, 18, 20, 21, 24, 27, 31, 51, 56), (7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 30, 31, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 56, 57, 58), (9, 11, 14, 16, 18, 21, 39, 56), (10, 11, 14, 16, 18, 20, 21, 31, 51, 56), (11, 32, 34, 40, 59), (12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57, 58), (14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 30, 31, 32, 34, 36, 38, 40, 41, 42, 43, 45, 46, 47, 49, 50, 51, 53, 56, 57, 59), (15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 54, 56, 57, 58), (16, 17, 18, 20, 21, 22, 24, 25, 27, 30, 31, 41, 42, 49, 51, 56), (17, 37, 45), (18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 41, 42, 43, 45, 46, 47, 49, 50, 51, 53, 56, 57, 58), (19, 21), (20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 56, 57, 58), (21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 41, 42, 43, 45, 46, 47, 49, 50, 51, 53, 56, 57, 58), (22, 24, 25, 26, 27, 30, 31, 35, 36, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (23, 24, 25, 27, 30, 31, 36, 41, 42, 44, 47, 49, 51, 53, 56), (24, 27, 31, 46, 51, 56), (25, 37), (26, 27, 30, 31, 35, 41, 44, 47, 49, 51, 53, 56), (27, 30, 31, 36, 41, 42, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (28, 31, 51, 56, 59), (29, 31, 42, 50, 51, 56), (30, 31, 41, 49, 51, 56), (31, 41, 42, 44, 47, 49, 51, 53, 56), (32, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (33, 41, 43), (34, 41, 49, 51, 56, 58), (35, 59), (36, 38, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57, 58), (37, 41, 42, 49, 51, 56), (38, 57), (39, 41, 42, 44, 47, 49, 51, 53, 55, 56), (40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (41, 59), (42, 49, 50, 51, 54, 56), (43, 49, 51, 56), (44, 47, 51, 53, 56), (45, 51, 56), (46, 51, 56), (47, 51, 53, 56), (48, 49, 50, 51, 53, 56, 57, 58), (49, 59), (50, 51, 56), (51, 56), (52, 56), (53, 56), (54, 56), (55, 56, 57, 58), (57, 58), (13, 56, 58, 59)]","[13, 56, 58, 59]"
F18,60,1e-09,57,"[(0, 1, 3, 5, 6, 10, 11, 14, 16, 20, 21, 27, 31, 51, 53, 56), (1, 3, 5, 6, 10, 11, 14, 16, 18, 20, 21, 27, 31, 38, 51, 56), (2, 3, 5, 6, 11, 14, 16, 18, 20, 21, 31, 34, 51, 56), (3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 55, 56, 57, 58), (4, 5, 10, 11, 14, 16, 18, 22, 40, 56), (5, 6, 10, 11, 14, 16, 18, 20, 21, 27, 31, 51, 56), (6, 10, 11, 12, 14, 16, 18, 20, 21, 24, 27, 31, 51, 56), (7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 30, 31, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 56, 57, 58), (9, 11, 14, 16, 18, 21, 39, 56), (10, 11, 14, 16, 18, 20, 21, 31, 51, 56), (11, 32, 34, 40, 59), (12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57, 58), (14, 15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 30, 31, 32, 34, 36, 38, 40, 41, 42, 43, 45, 46, 47, 49, 50, 51, 53, 56, 57, 59), (15, 16, 17, 18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 54, 56, 57, 58), (16, 17, 18, 20, 21, 22, 24, 25, 27, 30, 31, 41, 42, 49, 51, 56), (17, 37, 45), (18, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 41, 42, 43, 45, 46, 47, 49, 50, 51, 53, 56, 57, 58), (19, 21), (20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 52, 53, 56, 57, 58), (21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 35, 36, 38, 41, 42, 43, 45, 46, 47, 49, 50, 51, 53, 56, 57, 58), (22, 24, 25, 26, 27, 30, 31, 35, 36, 40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (23, 24, 25, 27, 30, 31, 36, 41, 42, 44, 47, 49, 51, 53, 56), (24, 27, 31, 46, 51, 56), (25, 37), (26, 27, 30, 31, 35, 41, 44, 47, 49, 51, 53, 56), (27, 30, 31, 36, 41, 42, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (28, 31, 51, 56, 59), (29, 31, 42, 50, 51, 56), (30, 31, 41, 49, 51, 56), (31, 41, 42, 44, 47, 49, 51, 53, 56), (32, 36, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (33, 41, 43), (34, 41, 49, 51, 56, 58), (35, 59), (36, 38, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57, 58), (37, 41, 42, 49, 51, 56), (38, 57), (39, 41, 42, 44, 47, 49, 51, 53, 55, 56), (40, 41, 42, 43, 44, 45, 46, 47, 49, 50, 51, 53, 56, 57), (41, 59), (42, 49, 50, 51, 54, 56), (43, 49, 51, 56), (44, 47, 51, 53, 56), (45, 51, 56), (46, 51, 56), (47, 51, 53, 56), (48, 49, 50, 51, 53, 56, 57, 58), (49, 59), (50, 51, 56), (51, 56), (52, 56), (53, 56), (54, 56), (55, 56, 57, 58), (57, 58), (13, 56, 58, 59)]","[13, 56, 58, 59]"
F18,70,0.1,42,"[(0, 15, 18), (1, 38, 58), (2, 40, 50), (3, 11, 54), (4, 43), (5, 15), (6, 23, 24), (7, 51, 59), (8, 66), (9, 21, 64), (10, 41), (12, 58), (13, 25), (14, 32, 67), (16, 20), (17, 37), (19, 29), (20, 66), (21, 36), (22, 48), (24, 61), (25, 37), (26, 27), (27, 48), (28, 56), (29, 52), (30, 51), (31, 42), (32, 57), (33, 42, 55), (34, 69), (35, 52), (39, 63), (41, 49), (43, 62), (45, 54), (46, 60, 63), (49, 53), (50, 65), (56, 69), (62, 68), (11, 15, 18, 23, 36, 37, 38, 40, 42, 44, 47, 48, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69)]","[11, 15, 18, 23, 36, 37, 38, 40, 42, 44, 47, 48, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69]"
F18,70,0.001,42,"[(0, 15, 18), (1, 38, 58), (2, 40, 50), (3, 11, 54), (4, 43), (5, 15), (6, 23, 24), (7, 51, 59), (8, 66), (9, 21, 64), (10, 41), (12, 58), (13, 25), (14, 32, 67), (16, 20), (17, 37), (19, 29), (20, 66), (21, 36), (22, 48), (24, 61), (25, 37), (26, 27), (27, 48), (28, 56), (29, 52), (30, 51), (31, 42), (32, 57), (33, 42, 55), (34, 69), (35, 52), (39, 63), (41, 49), (43, 62), (45, 54), (46, 60, 63), (49, 53), (50, 65), (56, 69), (62, 68), (11, 15, 18, 23, 36, 37, 38, 40, 42, 44, 47, 48, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69)]","[11, 15, 18, 23, 36, 37, 38, 40, 42, 44, 47, 48, 51, 52, 53, 54, 55, 57, 58, 59, 60, 61, 63, 64, 65, 66, 67, 68, 69]"
