FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F5,40,1e-06,4,"[(4, 20, 22, 25), (20, 21, 22, 24, 25, 27, 29, 38), (22, 25), (0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39)]","[0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]"
F5,40,1e-09,32,"[(0, 4, 6, 7, 9, 13, 15, 16, 19, 21, 22, 23, 24, 26, 27, 29, 38, 39), (1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 14, 15, 16, 18, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 36, 38, 39), (2, 4, 6, 7, 9, 13, 15, 16, 18, 19, 21, 22, 23, 24, 26, 27, 28, 29, 31, 38, 39), (3, 35), (4, 20, 22, 25), (5, 6, 13, 16, 21, 22, 27), (6, 7, 9, 13, 15, 16, 19, 21, 22, 23, 24, 26, 27, 28, 29, 31, 38, 39), (7, 13, 16, 21, 22, 27), (8, 16, 22), (9, 13, 16, 21, 22, 27), (10, 17, 35), (11, 13, 16, 21, 22, 24, 27, 29), (12, 17, 35), (13, 15, 16, 19, 21, 22, 23, 24, 26, 27, 29, 38, 39), (14, 16, 21, 22, 24, 27, 29, 38), (15, 17, 35), (16, 19, 21, 22, 23, 24, 26, 27, 29, 31, 38, 39), (17, 18, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 38, 39), (18, 19, 21, 22, 23, 24, 26, 27, 29, 31, 38, 39), (20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 38, 39), (21, 22, 23, 24, 26, 27, 29, 38, 39), (22, 24, 25, 27, 29, 38), (23, 34, 35, 37), (24, 27), (26, 35), (27, 29, 38, 39), (28, 29, 31, 38, 39), (30, 38), (31, 38, 39), (34, 35), (35, 38, 39), (19, 25, 29, 32, 33, 36, 37, 38, 39)]","[19, 25, 29, 32, 33, 36, 37, 38, 39]"
F5,50,0.1,4,"[(10, 11, 28, 41), (11, 28, 41), (28, 41), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F5,50,0.001,4,"[(10, 11, 28, 41), (11, 28, 41), (28, 41), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F5,50,1e-06,4,"[(10, 11, 28, 41), (11, 28, 41), (28, 41), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F5,50,1e-09,46,"[(0, 2, 15, 18, 19, 20, 23, 25, 26, 28, 31, 39, 40, 41, 47, 48), (1, 7, 9, 13, 16, 21, 24, 27, 28, 29, 38, 41, 43, 44, 46, 49), (2, 6, 7, 9, 12, 13, 16, 17, 21, 22, 24, 27, 28, 29, 35, 38, 41, 43, 44, 45, 46, 49), (3, 38), (4, 19, 40), (5, 15, 19, 23, 25, 26, 39, 40), (6, 7, 9, 12, 13, 16, 17, 21, 22, 24, 27, 28, 29, 34, 35, 37, 38, 41, 43, 44, 45, 46, 49), (7, 15, 19, 23, 25, 26, 39, 40), (8, 19, 40), (9, 15, 19, 25, 26, 40), (10, 11, 28, 41), (11, 13, 16, 21, 22, 24, 27, 28, 29, 38, 41, 43, 44, 45, 46, 49), (12, 24, 29, 38, 43, 44, 46, 49), (13, 14, 15, 18, 19, 20, 23, 25, 26, 28, 30, 31, 39, 40, 41, 47, 48), (14, 15, 19, 23, 25, 26, 31, 39, 40, 48), (15, 24, 29, 38), (16, 18, 19, 20, 23, 25, 26, 28, 30, 31, 32, 33, 39, 40, 41, 47, 48), (17, 21, 22, 24, 27, 28, 29, 35, 38, 41, 43, 44, 45, 46, 49), (18, 19, 20, 23, 25, 26, 28, 30, 31, 32, 33, 39, 40, 41, 47, 48), (20, 23, 25, 26, 28, 30, 31, 39, 40, 41, 47, 48), (21, 23, 25, 26, 28, 30, 31, 39, 40, 41, 47, 48), (22, 24, 27, 28, 29, 34, 35, 37, 38, 41, 43, 44, 45, 46, 49), (23, 24, 27, 29, 38, 43, 44, 46, 49), (24, 25, 26, 39, 40), (25, 29, 38), (26, 29, 38), (27, 28, 31, 39, 40, 41, 47, 48), (28, 29, 38, 41, 43, 44, 45, 46, 49), (29, 39, 40), (30, 31, 39, 40, 48), (31, 35, 38, 41, 43, 44, 45, 46, 49), (32, 39, 40), (33, 39, 40), (34, 38), (35, 37, 38, 41, 43, 44, 45, 46, 49), (36, 39, 40), (37, 38, 49), (38, 40), (39, 43, 44, 46, 49), (43, 47, 48), (44, 47, 48), (45, 47, 48), (46, 47, 48), (47, 48), (48, 49), (19, 40, 41, 42, 49)]","[19, 40, 41, 42, 49]"
F5,60,0.1,4,"[(26, 28, 35, 59), (28, 35, 59), (35, 59), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
F5,60,0.001,4,"[(26, 28, 35, 59), (28, 35, 59), (35, 59), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
F5,60,1e-06,4,"[(26, 28, 35, 59), (28, 35, 59), (35, 59), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]"
F5,60,1e-09,54,"[(0, 1, 6, 7, 9, 10, 12, 13, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 34, 37, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57), (1, 7, 9, 15, 19, 23, 24, 25, 29, 38, 39, 40, 52, 53, 57), (2, 7, 9, 13, 15, 16, 19, 21, 23, 24, 25, 26, 27, 28, 29, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 57), (3, 53), (4, 31), (5, 18, 20, 26, 28, 31, 41, 47, 48, 54, 58), (6, 7, 9, 13, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 57), (7, 18, 20, 26, 28, 31, 41, 47, 48, 54, 55, 58), (8, 31), (9, 31, 48, 54), (10, 23, 39, 53), (11, 18, 20, 26, 28, 31, 41, 47, 48, 54, 55, 58), (12, 15, 19, 23, 25, 39, 40, 53), (13, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57), (14, 18, 20, 26, 28, 30, 31, 41, 47, 48, 54, 55, 58), (15, 23, 39, 53), (16, 17, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57), (17, 19, 23, 24, 25, 27, 29, 38, 39, 40, 43, 44, 46, 49, 51, 52, 53, 57), (18, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57), (20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57), (21, 22, 23, 24, 25, 26, 27, 28, 29, 37, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57), (22, 23, 24, 25, 26, 27, 28, 29, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 57), (23, 25, 38, 39, 40, 53, 57), (24, 26, 28, 31, 41, 47, 48, 54, 58), (25, 39, 53), (26, 28, 35, 59), (27, 28, 29, 37, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57), (28, 30, 31, 35, 41, 47, 48, 54, 55, 58, 59), (29, 31, 41, 47, 48, 54, 58), (30, 31, 41, 47, 48, 54, 55, 58), (31, 38, 39, 40, 43, 44, 46, 49, 51, 52, 53, 57), (32, 41, 47, 48, 54), (33, 41, 47, 48, 54), (34, 53), (35, 38, 39, 40, 49, 52, 53, 57, 59), (36, 48, 54), (37, 39, 53), (38, 48, 54), (39, 40, 53), (41, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57), (43, 47, 48, 54, 55, 58), (44, 47, 48, 54, 55, 58), (45, 46, 49, 51, 52, 53, 56, 57), (46, 47, 48, 54, 55, 58), (47, 49, 51, 52, 53, 56, 57), (48, 49, 51, 52, 53, 57), (49, 54, 55, 58), (51, 52, 53, 56, 57), (52, 54), (53, 57), (54, 57), (55, 56, 57), (56, 57), (19, 40, 42, 50, 57, 58, 59)]","[19, 40, 42, 50, 57, 58, 59]"
F5,70,0.1,4,"[(22, 26, 27, 48), (26, 27, 48), (27, 48), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]"
F5,70,0.001,4,"[(22, 26, 27, 48), (26, 27, 48), (27, 48), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]"
F5,70,1e-06,4,"[(22, 26, 27, 48), (26, 27, 48), (27, 48), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69]"
F5,70,1e-09,62,"[(0, 1, 6, 7, 9, 10, 12, 13, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 29, 35, 37, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57, 59, 62, 63, 64, 65, 66, 69), (1, 9, 15, 19, 23, 25, 38, 39, 40, 52, 53, 57, 65, 66, 69), (2, 7, 9, 13, 15, 16, 19, 21, 22, 23, 24, 25, 26, 29, 38, 39, 40, 43, 44, 46, 49, 51, 52, 53, 57, 63, 65, 66, 69), (4, 31, 54, 67), (5, 18, 20, 22, 26, 28, 31, 41, 47, 54, 55, 58, 60, 67), (6, 7, 9, 13, 15, 16, 19, 21, 22, 23, 24, 25, 26, 29, 35, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 57, 63, 65, 66, 69), (7, 18, 20, 22, 26, 28, 31, 41, 47, 54, 55, 58, 60, 67), (8, 31, 54, 67), (9, 28, 31, 41, 54, 67), (10, 23, 39, 53, 66), (11, 18, 20, 22, 26, 28, 31, 41, 47, 54, 55, 58, 60, 67), (12, 15, 19, 23, 25, 39, 40, 53, 65, 66, 69), (13, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, 29, 35, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57, 63, 64, 65, 66, 69), (14, 18, 20, 22, 26, 28, 30, 31, 41, 47, 54, 55, 58, 60, 61, 67), (15, 23, 39, 53, 66), (16, 17, 19, 21, 22, 23, 24, 25, 26, 29, 35, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57, 63, 64, 65, 66, 69), (17, 19, 23, 24, 25, 29, 38, 39, 40, 43, 44, 46, 49, 52, 53, 57, 63, 65, 66, 69), (18, 19, 21, 22, 23, 24, 25, 26, 29, 35, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57, 63, 64, 65, 66, 69), (20, 21, 22, 23, 24, 25, 26, 29, 35, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57, 63, 64, 65, 66, 69), (21, 22, 23, 24, 25, 26, 29, 35, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57, 62, 63, 64, 65, 66, 69), (22, 26, 27, 48), (23, 25, 38, 39, 40, 53, 57, 65, 66, 69), (24, 26, 28, 31, 41, 47, 54, 58, 60, 67), (25, 53), (26, 27, 29, 38, 39, 40, 48, 52, 53, 57, 65, 66, 69), (27, 48), (28, 29, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 57, 63, 65, 66, 69), (29, 31, 41, 47, 54, 58, 60, 67), (30, 31, 41, 47, 54, 55, 58, 60, 61, 67), (31, 38, 39, 40, 43, 44, 46, 49, 52, 53, 57, 65, 66, 69), (32, 41, 47, 54, 58, 60, 67), (33, 41, 47, 54, 67), (34, 53), (35, 38, 39, 40, 43, 44, 45, 46, 49, 51, 52, 53, 57, 63, 65, 66, 69), (36, 41, 47, 54, 67), (37, 39, 53, 65, 66, 69), (38, 54, 67), (39, 53, 65, 66, 69), (41, 43, 44, 45, 46, 49, 51, 52, 53, 56, 57, 63, 65, 66, 69), (43, 47, 54, 55, 58, 60, 61, 67, 68), (44, 47, 54, 55, 58, 60, 61, 67, 68), (45, 46, 49, 51, 52, 53, 56, 57, 63, 65, 66, 69), (46, 47, 54, 55, 58, 60, 61, 67, 68), (47, 49, 51, 52, 53, 56, 57, 63, 65, 66, 69), (49, 54, 55, 58, 60, 61, 67), (51, 52, 53, 56, 57, 59, 62, 63, 64, 65, 66, 69), (52, 54, 58, 67), (53, 57, 65, 66, 69), (54, 57, 63, 65, 66, 69), (55, 56, 57, 59, 62, 63, 64, 65, 66, 69), (56, 57, 65, 66, 69), (57, 67), (58, 62, 63, 64, 65, 66, 69), (59, 66), (60, 62, 63, 64, 65, 66, 69), (61, 67), (62, 65, 66, 69), (63, 64, 65, 66, 69), (64, 65, 66, 69), (66, 69), (67, 69), (3, 19, 40, 42, 48, 50, 65, 68, 69)]","[3, 19, 40, 42, 48, 50, 65, 68, 69]"
F5,80,0.1,4,"[(27, 30, 50, 77), (30, 50, 77), (50, 77), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]"
F5,80,0.001,4,"[(27, 30, 50, 77), (30, 50, 77), (50, 77), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]"
F5,80,1e-06,4,"[(27, 30, 50, 77), (30, 50, 77), (50, 77), (0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79]"
