,Unnamed: 0,x,y,cell_id,field,size,grid,datused,farmer,year,prev_year,geometry,yld,var_yld,prev_yld,var_prev_yld,aa_n,var_aa_n,prev_aa_n,var_prev_aa_n,aspect_rad,slope,elev,tpi,prec_cy_d,prec_py_d,gdd_cy_d,gdd_py_d,prec_cy_g,prec_py_g,gdd_cy_g,gdd_py_g,ndvi_cy_s,ndvi_py_s,ndvi_2py_s,ndvi_cy_l,ndvi_py_l,ndvi_2py_l,ndre_cy,ndre_py,ndre_2py,cire_cy,cire_py,cire_2py,ssm_cy,ssm_py,susm_cy,susm_py,grtgroup,texture0cm,texture10cm,texture30cm,texture60cm,texture100cm,texture200cm,bulkdensity0cm,bulkdensity10cm,bulkdensity30cm,bulkdensity60cm,bulkdensity100cm,bulkdensity200cm,claycontent0cm,claycontent10cm,claycontent30cm,claycontent60cm,claycontent100cm,claycontent200cm,sandcontent0cm,sandcontent10cm,sandcontent30cm,sandcontent60cm,sandcontent100cm,sandcontent200cm,phw0cm,phw10cm,phw30cm,phw60cm,phw100cm,phw200cm,watercontent0cm,watercontent10cm,watercontent30cm,watercontent60cm,watercontent100cm,watercontent200cm,carboncontent0cm,carboncontent10cm,carboncontent30cm,carboncontent60cm,carboncontent100cm,carboncontent200cm,aspect_cos,aspect_sin,musym,N
10,63416,639027.5738538163,5100668.329513581,11_51,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000D1A90AB1FE4C5BC0681E9FAFD1054740,84.68902,23.739204,48.602634,7.247222,119.514565,0.41340756,72.41787,37.51277,2.5481808,1,1251.945,0.53125,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.0983908,0.759979,0.66768795,0.16935015,0.87645745,0.8289633,-0.022415828,0.015625,-0.0051735286,0.15773956,3.5708861,2.5144994,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.8290376,0.55919284,68,20
11,63417,639037.5738538154,5100678.329513579,12_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000ACC4F386FC4C5BC05F063491D4054740,56.74053,17.379854,59.2169,14.986654,120.733574,1.4707907,,,2.3387413,1,1251.9878,0.49365234,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.09802967,0.7756327,0.67963386,0.17215686,0.8771166,0.7787065,-0.014700544,0.011640337,-0.0040350785,0.17233126,3.638601,2.395327,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.69465846,0.7193397,68,20
12,63418,639037.5738538165,5100668.329513581,11_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000A2E13093FC4C5BC010DB939ED1054740,57.904396,18.277014,55.83211,10.181925,120.70291,0.79829675,,,2.4958208,1,1251.88,0.53430176,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.113193944,0.77806586,0.67424244,0.17215686,0.8771166,0.7787065,-0.022415828,0.015625,-0.0051735286,0.15773956,3.5708861,2.5144994,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.7986355,0.6018151,68,20
13,64143,639017.5738538163,5100648.32951358,9_50,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000F5BD5DE7004D5BC05BAA69DBCB054740,74.03012,10.115431,62.0209,6.485805,120.19029,1.3869909,76.608925,100.0,2.86234,1,1251.6754,0.50683594,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.09861751,0.7403565,0.7169982,0.16230367,0.8911729,0.8195342,-0.01077951,0.009311667,-0.0038614238,0.14878398,3.3065693,2.676641,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.9612617,0.27563736,68,20
14,64144,639027.5738538151,5100648.329513579,9_51,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000206584C9FE4C5BC039BE5ECACB054740,93.60015,42.88224,63.820183,13.74811,119.3617,0.7698607,84.87684,100.0,2.8448868,1,1251.5806,0.5172119,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.10142923,0.7340885,0.69394696,0.16230367,0.8911729,0.8195342,-0.020019403,0.015397724,-0.0044702967,0.14032567,3.3191748,2.6529467,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.9563048,0.2923716,68,20
15,64145,639027.5738538151,5100628.329513579,7_51,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000002911FEE1FE4C5BC09B5A1EE5C5054740,87.670265,64.50143,63.425667,23.46463,120.046074,0.3901155,72.682465,100.0,2.7576203,1,1251.1462,0.46936035,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.09335155,0.75386226,0.72509515,0.16230367,0.8911729,0.8195342,-0.01281835,0.014383687,0.0061500617,0.18730302,3.508642,2.374322,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.9271839,0.3746065,68,20
16,64153,639017.5738538159,5100618.329513579,6_50,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000008A8D130C014D5BC02D098903C3054740,67.59021,34.28406,62.6565,531.53174,120.11427,2.586396,71.32805,0.7393288,3.0194197,1,1251.0673,0.54467773,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.10082719,0.78811884,0.7148165,0.17083421,0.65692693,0.62907165,-0.013135555,0.011685117,0.004510045,0.16535796,3.75,2.699334,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.99254614,0.12186928,68,20
17,64154,639027.5738538156,5100618.32951358,6_51,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E610000073E13AEEFE4C5BC082277EF2C2054740,91.831245,33.737408,80.165726,471.306,119.66601,1.6049559,72.0577,2.1162508,2.7227137,1,1251.0056,0.5361328,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.09746807,0.78622085,0.73138237,0.17083421,0.65692693,0.62907165,-0.01281835,0.014383687,0.0061500617,0.18730302,3.508642,2.374322,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.9135455,0.40673658,68,20
18,64564,639037.5738538158,5100698.32951358,14_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000004B7F796EFC4C5BC0695A7476DA054740,64.06969,52.06743,61.016,21.658356,120.01599,1.0589483,,,2.443461,1,1252.2556,0.4326172,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.11858745,0.7835185,0.6743872,0.17552336,0.8633146,0.7378124,-0.019649496,0.014709429,-0.0040718825,0.1498818,3.631579,2.1578074,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.76604444,0.64278764,68,20
19,64565,639037.5738538152,5100708.32951358,15_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000E0563C62FC4C5BC022831469DD054740,67.75064,19.304634,64.37027,6.51286,119.910774,0.8778853,,,2.4958208,2,1252.4813,0.46374512,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.10832932,0.7829135,0.67859584,0.17552336,0.8633146,0.7378124,-0.019649496,0.014709429,-0.0040718825,0.1498818,3.631579,2.1578074,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.7986355,0.6018151,68,20
20,64566,639037.5738538154,5100688.32951358,13_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000E4A3B67AFC4C5BC0D330D483D7054740,58.64467,15.054728,59.11,4.3294578,120.48068,0.6481359,,,2.3561945,1,1252.0895,0.44030762,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.105442174,0.77223086,0.68279326,0.17552336,0.8633146,0.7378124,-0.014700544,0.011640337,-0.0040350785,0.17233126,3.638601,2.395327,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.70710677,0.70710677,68,20
21,64568,639017.5738538164,5100708.32951358,15_50,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000BAB7F19D004D5BC074D52A8BDD054740,,,,,120.080284,0.49502695,,,2.4260077,2,1252.8715,0.49487305,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.105182596,0.77006733,0.6767969,0.17174302,0.8817685,0.8063843,-0.007934385,0.010586867,-0.0066703116,0.18936709,3.5102565,2.3043869,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.75470966,0.65605897,68,20
22,64570,639027.5738538165,5100708.32951358,15_51,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E610000064051780FE4C5BC06BD41F7ADD054740,75.539,21.089804,49.091454,13.699259,119.735886,1.1120931,67.94752,1.4854091,2.4958208,2,1252.6093,0.48059082,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.103019126,0.760425,0.66562873,0.17174302,0.8817685,0.8063843,-0.007934385,0.010586867,-0.0066703116,0.18936709,3.5102565,2.3043869,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.7986355,0.6018151,68,20
23,64571,639027.5738538159,5100688.329513579,13_51,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000003EDF9098FE4C5BC0227BDF94D7054740,84.40339,3.5507195,49.497818,6.803072,120.16991,1.1160687,68.80906,1.8544747,2.3911011,1,1252.1888,0.444458,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.10038424,0.7712062,0.66255337,0.17174302,0.8817685,0.8063843,-0.01933975,0.013639627,-0.0080967285,0.14474328,3.4347274,2.2243817,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.73135376,0.6819983,68,20
24,64696,639037.5738538156,5100628.329513579,7_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000004E2F25C4FC4C5BC0372513D4C5054740,59.588272,38.763737,70.5505,238.87202,120.045044,1.292546,,,2.8972466,1,1251.1151,0.46984863,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.09335155,0.75386226,0.72509515,0.16650988,0.8726382,0.7329293,-0.01281835,0.014383687,0.0061500617,0.18730302,3.508642,2.374322,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.9702957,0.24192186,68,20
25,64697,639037.5738538156,5100648.32951358,9_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000001B10ABABFC4C5BC0DC8153B9CB054740,54.187336,17.551266,61.016888,13.325358,120.04191,0.5602361,,,2.8797932,1,1251.5345,0.5180664,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.1049672,0.7604413,0.7055188,0.16650988,0.8726382,0.7329293,-0.020019403,0.015397724,-0.0044702967,0.14032567,3.3191748,2.6529467,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.9659258,0.25881913,68,20
26,64698,639037.5738538158,5100618.329513581,6_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000002E3962D0FC4C5BC09AF572E1C2054740,63.50889,32.100773,102.25078,1564.3229,119.49613,0.7830884,,,2.8099802,1,1250.9436,0.49951172,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.09746807,0.78622085,0.73138237,0.17083421,0.65692693,0.62907165,-0.01281835,0.014383687,0.0061500617,0.18730302,3.508642,2.374322,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.9455186,0.3255681,68,20
27,64700,639037.5738538164,5100638.32951358,8_52,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000009D21E8B7FC4C5BC0F753B3C6C8054740,57.95276,8.62515,65.778885,14.265841,119.96952,1.6243744,,,2.9146998,1,1251.2932,0.46044922,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.10157699,0.7507903,0.70567685,0.16650988,0.8726382,0.7329293,-0.020019403,0.015397724,-0.0044702967,0.14032567,3.3191748,2.6529467,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.97437006,0.22495112,68,20
28,66044,639027.5738538159,5100638.329513581,8_51,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E61000000D3DC1D5FE4C5BC0D88CBED7C8054740,79.65238,102.79706,62.8521,29.504591,119.97702,0.99192125,87.19141,0.8746472,2.9321532,1,1251.3336,0.46020508,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.10653864,0.7383378,0.70913243,0.16230367,0.8911729,0.8195342,-0.020019403,0.015397724,-0.0044702967,0.14032567,3.3191748,2.6529467,13.216258,15.181467,88.85557,106.30424,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.9781476,0.20791161,68,20
29,66151,639017.573853816,5100698.329513579,14_50,sec35west,10,grid,decision_point,broyles,2020,2017,0101000020E6100000FA6C2EAA004D5BC0C3A58A98DA054740,,,,,120.33513,0.7265177,,,2.4260077,2,1252.6266,0.46289062,36,616,,2186.75,68.1,579.2,142.55003,2181.6501,0.09326661,0.77509004,0.6896388,0.17174302,0.8817685,0.8063843,-0.007934385,0.010586867,-0.0066703116,0.18936709,3.5102565,2.3043869,13.216258,15.181467,88.85557,106.30424,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.75470966,0.65605897,68,20
30,66442,639017.573853816,5100698.329513579,14_50,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000FA6C2EAA004D5BC0C3A58A98DA054740,,,41.528667,2.842225,,,,,2.4260077,2,1252.6266,0.46289062,96,381,201.25,2605.75,105.18144,416.74738,193.55002,2700.233,0.04218088,0.20939086,,0.20809071,0.72088546,0.7615716,-0.0098865945,-0.041814946,,0.08986784,0.29626334,,17.82885,10.761223,123.005035,71.080414,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.75470966,0.65605897,68,20
31,66604,639017.5738538152,5100678.329513581,12_50,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E610000006CCA7C2004D5BC0C7434AB3D4054740,,,38.383,100.0,,,,,2.4609141,1,1252.2295,0.4683838,96,381,201.25,2605.75,105.18144,416.74738,193.55002,2700.233,0.02791217,0.19963703,,0.21709508,0.6863118,0.7881292,-0.0015556938,-0.04650152,,0.08881272,0.296463,,17.82885,10.761223,123.005035,71.080414,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.77714586,0.6293205,68,20
32,66681,639017.573853815,5100688.329513579,13_50,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E6100000691E6BB6004D5BC03475EAA5D7054740,,,39.603,0.47292742,,,,,2.4085543,1,1252.4072,0.44909668,96,381,201.25,2605.75,105.18144,416.74738,193.55002,2700.233,0.052948937,0.20516075,,0.20809071,0.72088546,0.7615716,-0.0015556938,-0.04650152,,0.08881272,0.296463,,17.82885,10.761223,123.005035,71.080414,272,7,4,4,4,7,7,146,146,153,156,157,156,27,28,30,29,27,25,27,28,30,29,27,25,7.3,7.3,7.5,7.6,7.8,7.7,22,22,23,21,21,21,2,2,2,1,1,1.0,-0.7431448,0.6691306,68,20
33,66684,639037.5738538164,5100638.32951358,8_52,sec35west,10,grid,decision_point,broyles,2017,2015,0101000020E61000009D21E8B7FC4C5BC0F753B3C6C8054740,65.778885,14.265841,52.00014,5.388849,,,,,2.9146998,1,1251.2932,0.46044922,96,381,201.25,2605.75,105.18144,416.74738,193.55002,2700.233,0.003788723,0.24830282,,0.215625,0.6936784,0.722585,-0.06945198,-0.04426264,,0.045772593,0.32943144,,17.82885,10.761223,123.005035,71.080414,139,7,4,4,4,7,7,146,146,153,156,157,155,27,28,31,29,26,25,27,28,31,29,26,25,7.5,7.6,7.8,7.9,8.0,8.0,23,23,23,23,23,22,2,2,1,1,1,1.0,-0.97437006,0.22495112,68,20
