FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F10,40,0.1,7,"[(1, 7, 8, 16, 23, 26, 34, 35), (3, 21), (4, 10, 29, 30, 32), (13, 25, 28), (17, 20, 24), (18, 27, 31), (0, 2, 5, 6, 9, 11, 12, 14, 15, 19, 22, 33, 36, 37, 38, 39)]","[0, 2, 5, 6, 9, 11, 12, 14, 15, 19, 22, 33, 36, 37, 38, 39]"
F10,40,0.001,8,"[(0, 3, 6, 21), (1, 7, 8, 16, 23, 26, 34, 35), (4, 10, 29, 30, 32), (5, 12, 33, 36, 38), (13, 19, 25, 28), (17, 20, 24), (18, 27, 31), (2, 9, 11, 14, 15, 22, 37, 39)]","[2, 9, 11, 14, 15, 22, 37, 39]"
F10,40,1e-06,10,"[(0, 3, 6, 21), (1, 7, 8, 16, 23, 26, 34, 35), (2, 9), (4, 10, 29, 30, 32), (5, 12, 33, 36, 38, 39), (13, 19, 25, 28), (14, 15, 22), (17, 20, 24), (18, 27, 31), (11, 37)]","[11, 37]"
F10,40,1e-09,7,"[(0, 1, 2, 3, 6, 12, 13, 17, 20, 21, 23, 33, 35, 36, 37, 39), (4, 10, 29, 30, 32), (5, 7, 8, 16, 24, 25, 34, 38), (14, 15, 22), (18, 27, 31), (19, 28), (9, 11, 26)]","[9, 11, 26]"
F10,50,0.1,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F10,50,0.001,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F10,50,1e-06,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F10,50,1e-09,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]"
F10,60,0.1,11,"[(0, 6), (1, 7, 8, 26, 34, 35, 50, 59), (4, 10, 29, 30, 32, 49, 54, 56, 58), (5, 33), (13, 19, 25, 28, 44, 48), (16, 23), (17, 20, 24), (18, 27, 31), (36, 38), (41, 51, 57), (2, 3, 9, 11, 12, 14, 15, 21, 22, 37, 39, 40, 42, 43, 45, 46, 47, 52, 53, 55)]","[2, 3, 9, 11, 12, 14, 15, 21, 22, 37, 39, 40, 42, 43, 45, 46, 47, 52, 53, 55]"
F10,60,0.001,10,"[(0, 3, 6, 21), (1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58), (5, 12, 33, 36, 38, 39), (13, 19, 25, 28, 44, 48), (17, 20, 24), (18, 27, 31), (37, 47), (41, 51, 57), (2, 9, 11, 14, 15, 22, 42, 43, 45, 46, 52, 53, 55)]","[2, 9, 11, 14, 15, 22, 42, 43, 45, 46, 52, 53, 55]"
F10,60,1e-06,12,"[(0, 3, 6, 21), (1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (2, 9, 46), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58), (5, 12, 33, 36, 38, 39), (13, 19, 25, 28, 44, 48), (14, 15, 22, 42, 45, 52), (17, 20, 24), (18, 27, 31), (37, 47), (41, 51, 57), (11, 43, 53, 55)]","[11, 43, 53, 55]"
F10,60,1e-09,7,"[(0, 3, 6, 21, 36, 39), (1, 2, 7, 8, 9, 11, 12, 16, 17, 20, 23, 24, 25, 26, 28, 33, 34, 35, 37, 44, 46, 48, 50, 51, 59), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58), (5, 13, 19, 38, 47, 57), (14, 15, 22, 42, 45, 52), (18, 27, 31), (41, 43, 53, 55)]","[41, 43, 53, 55]"
F10,70,0.1,9,"[(1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67), (5, 12, 33, 36, 38, 39), (11, 63), (13, 19, 25, 28, 44, 48, 60, 61), (17, 20, 24), (18, 27, 31), (41, 51, 57), (0, 2, 3, 6, 9, 14, 15, 21, 22, 37, 42, 43, 45, 46, 47, 52, 53, 55, 64, 65, 66, 68, 69)]","[0, 2, 3, 6, 9, 14, 15, 21, 22, 37, 42, 43, 45, 46, 47, 52, 53, 55, 64, 65, 66, 68, 69]"
F10,70,0.001,11,"[(0, 3, 6, 21), (1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67), (5, 12, 33, 36, 38, 39), (11, 63), (13, 19, 25, 28, 44, 48, 60, 61), (17, 20, 24), (18, 27, 31), (37, 47, 65), (41, 51, 57), (2, 9, 14, 15, 22, 42, 43, 45, 46, 52, 53, 55, 64, 66, 68, 69)]","[2, 9, 14, 15, 22, 42, 43, 45, 46, 52, 53, 55, 64, 66, 68, 69]"
F10,70,1e-06,14,"[(0, 3, 6, 21), (1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (2, 9, 46), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67), (5, 12, 33, 36, 38, 39), (11, 63), (13, 19, 25, 28, 44, 48, 60, 61), (14, 15, 22, 42, 45, 52), (17, 20, 24), (18, 27, 31), (37, 47, 65), (41, 51, 57), (55, 68), (43, 53, 64, 66, 69)]","[43, 53, 64, 66, 69]"
F10,70,1e-09,11,"[(0, 3, 6, 17, 21, 33, 39, 48), (1, 5, 7, 8, 11, 13, 16, 23, 25, 26, 28, 34, 35, 38, 47, 50, 51, 57, 59, 61, 63), (2, 9, 46), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67), (12, 36), (14, 15, 22, 42, 45, 52), (18, 27, 31), (19, 37, 44, 60), (20, 24), (55, 68), (41, 43, 53, 64, 65, 66, 69)]","[41, 43, 53, 64, 65, 66, 69]"
F10,80,0.1,12,"[(1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (3, 6), (4, 10, 29, 30, 32, 40, 54, 56, 58, 62, 67, 77), (5, 12, 33, 36, 38, 39, 70), (11, 63), (13, 19, 25, 28, 44, 48, 60, 61, 73, 75), (17, 20, 24, 79), (18, 27, 31), (37, 47), (51, 57), (53, 76), (0, 2, 9, 14, 15, 21, 22, 41, 42, 43, 45, 46, 49, 52, 55, 64, 65, 66, 68, 69, 71, 72, 74, 78)]","[0, 2, 9, 14, 15, 21, 22, 41, 42, 43, 45, 46, 49, 52, 55, 64, 65, 66, 68, 69, 71, 72, 74, 78]"
F10,80,0.001,14,"[(0, 3, 6, 21), (1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67, 77), (5, 12, 33, 36, 38, 39, 70, 78), (11, 63), (13, 19, 25, 28, 44, 48, 60, 61, 73, 75), (17, 20, 24, 79), (18, 27, 31), (37, 47, 65), (41, 51, 57), (53, 76), (64, 72), (66, 71), (2, 9, 14, 15, 22, 42, 43, 45, 46, 52, 55, 68, 69, 74)]","[2, 9, 14, 15, 22, 42, 43, 45, 46, 52, 55, 68, 69, 74]"
F10,80,1e-06,17,"[(0, 3, 6, 21), (1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (2, 9, 46), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67, 77), (5, 12, 33, 36, 38, 39, 70, 78), (11, 63), (13, 19, 25, 28, 44, 48, 60, 61, 73, 75), (14, 15, 22, 42, 45, 52, 74), (17, 20, 24, 79), (18, 27, 31), (37, 47, 65), (41, 51, 57), (53, 76), (55, 68), (64, 72), (66, 71), (43, 69)]","[43, 69]"
F10,80,1e-09,14,"[(0, 1, 3, 5, 6, 11, 16, 21, 26, 61), (2, 9, 19, 20, 25, 34, 35, 39, 41, 43, 46, 57, 65, 75, 79), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67, 77), (7, 8, 17, 23, 33, 36, 50, 51, 59), (12, 38, 70, 78), (13, 28, 44, 48, 60, 73), (14, 15, 22, 42, 45, 52, 74), (18, 27, 31), (24, 37, 47, 63), (53, 76), (55, 68), (64, 72), (66, 71), (69,)]",[69]
F10,90,0.1,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89]"
F10,90,0.001,15,"[(0, 3, 6, 21, 88), (1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67, 77, 84), (5, 12, 33, 36, 38, 39, 70, 78, 89), (11, 63), (13, 19, 25, 28, 44, 48, 60, 61, 73, 75, 82), (17, 20, 24, 79), (18, 27, 31), (37, 47, 65), (41, 51, 57, 80, 83), (53, 76, 81), (64, 72), (66, 71), (69, 86), (2, 9, 14, 15, 22, 42, 43, 45, 46, 52, 55, 68, 74, 85, 87)]","[2, 9, 14, 15, 22, 42, 43, 45, 46, 52, 55, 68, 74, 85, 87]"
F10,90,1e-06,18,"[(0, 3, 6, 21, 88), (1, 7, 8, 16, 23, 26, 34, 35, 50, 59), (2, 9, 46), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67, 77, 84), (5, 12, 33, 36, 38, 39, 70, 78, 89), (11, 63), (13, 19, 25, 28, 44, 48, 60, 61, 73, 75, 82), (14, 15, 22, 45, 52, 74, 85, 87), (17, 20, 24, 79), (18, 27, 31), (37, 47, 65), (41, 51, 57, 80, 83), (53, 76, 81), (55, 68), (64, 72), (66, 71), (69, 86), (42, 43)]","[42, 43]"
F10,90,1e-09,17,"[(0, 3, 6, 9, 21, 38, 41, 43, 44, 46, 50, 51, 88), (1, 7, 8, 12, 16, 17, 19, 23, 26, 28, 34, 35, 36, 47, 59, 78, 82, 89), (2, 24, 60, 75), (4, 10, 29, 30, 32, 40, 49, 54, 56, 58, 62, 67, 77, 84), (5, 33, 39, 70), (11, 63), (13, 25, 48, 61, 73), (14, 15, 22, 42, 45, 52, 74, 85, 87), (18, 27, 31), (20, 79, 80), (37, 65), (53, 76, 81), (55, 68), (57, 83), (64, 72), (66, 71), (69, 86)]",[]
F10,100,0.1,10,"[(0, 30, 35, 41, 44, 46, 52, 57, 62, 78, 83, 84, 88), (1, 4, 5, 6, 8, 11, 13, 14, 16, 17, 22, 23, 26, 29, 32, 34, 36, 40, 43, 49, 50, 53, 54, 56, 58, 59, 63, 65, 67, 69, 73, 74, 76, 77, 79, 80, 82, 87, 89, 90, 93, 97, 99), (2, 3, 21, 61), (7, 95, 96, 98), (9, 18, 27, 31, 33, 39, 68, 70), (10, 12, 15, 19, 25, 28, 45, 47, 48, 60, 64, 75, 91, 92), (20, 24, 42, 85, 94), (37, 51), (38, 66, 72), (55, 71, 81, 86)]","[55, 71, 81, 86]"
F10,100,0.001,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]"
F10,100,1e-06,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]"
F10,100,1e-09,1,"[(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99)]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]"
