FUNCTION,DIMENSION,EPSILON,NR_GROUPS,FACTORS,SEPARATE VARS
F4,30,1e-06,23,"[(0, 2, 10), (1, 2, 10, 17), (2, 5, 6, 9, 10, 11, 13, 14, 16, 19, 26, 27, 28), (3, 6, 7, 8, 10, 17, 20, 24, 27), (4, 6, 7, 8, 10, 14, 16, 17, 20, 24, 26, 27), (5, 6, 7, 8, 9, 10, 14, 16, 17, 20, 24, 26, 27), (6, 7, 10, 17, 24), (7, 8, 9, 10, 14, 15, 16, 17, 18, 20, 22, 23, 24, 26, 27, 29), (8, 9, 10, 14, 15, 16, 17, 18, 20, 22, 23, 24, 26, 27, 29), (9, 10, 14, 16, 17, 20, 24, 27), (10, 13, 28), (11, 21), (13, 28), (14, 16, 17, 20, 24, 26, 27), (15, 17, 24), (16, 21), (17, 21), (18, 20, 23, 24, 26, 27), (19, 20, 22, 23, 24, 25, 26, 27, 29), (20, 21), (21, 22, 23, 24, 26, 27, 29), (23, 24, 27), (12, 22, 24, 25, 26, 27, 28, 29)]","[12, 22, 24, 25, 26, 27, 28, 29]"
F4,30,1e-09,23,"[(0, 2, 10), (1, 2, 10, 17), (2, 5, 6, 9, 10, 11, 13, 14, 16, 19, 26, 27, 28), (3, 6, 7, 8, 10, 17, 20, 24, 27), (4, 6, 7, 8, 10, 14, 16, 17, 20, 24, 26, 27), (5, 6, 7, 8, 9, 10, 14, 16, 17, 20, 24, 26, 27), (6, 7, 10, 17, 24), (7, 8, 9, 10, 14, 15, 16, 17, 18, 20, 22, 23, 24, 26, 27, 29), (8, 9, 10, 14, 15, 16, 17, 18, 20, 22, 23, 24, 26, 27, 29), (9, 10, 14, 16, 17, 20, 24, 27), (10, 13, 28), (11, 21), (13, 28), (14, 16, 17, 20, 24, 26, 27), (15, 17, 24), (16, 21), (17, 21), (18, 20, 23, 24, 26, 27), (19, 20, 22, 23, 24, 25, 26, 27, 29), (20, 21), (21, 22, 23, 24, 26, 27, 29), (23, 24, 27), (12, 22, 24, 25, 26, 27, 28, 29)]","[12, 22, 24, 25, 26, 27, 28, 29]"
F4,40,0.1,31,"[(1, 9, 10, 12, 18, 19, 21, 24, 29, 34), (2, 5, 7, 14, 17, 26, 31, 35), (3, 5, 7, 8, 14, 17, 26, 30, 31, 35, 36, 38), (4, 9, 10, 12, 13, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 32, 34, 37, 39), (5, 7, 8, 14, 17, 26, 30, 31, 35, 36, 38), (7, 9, 10, 18, 21, 29), (8, 9, 10, 12, 13, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (10, 12, 18, 19, 21, 24, 27, 29, 34, 37), (11, 12, 13, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (12, 18, 19, 21, 24, 29), (13, 18, 19, 21, 24, 29, 34, 37), (14, 17, 26, 30, 31, 35, 36, 38), (15, 16, 18, 19, 20, 21, 23, 24, 27, 29, 32, 33, 34, 37, 39), (17, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (18, 26, 30, 31, 35, 36, 38), (19, 21, 29), (20, 21, 22, 23, 24, 25, 27, 29, 32, 34, 37), (21, 24, 29), (22, 23, 24, 25, 30, 31, 32, 33, 34, 36, 37), (23, 24, 29, 34, 37), (24, 26, 30, 31, 35, 36, 38), (26, 29), (27, 29), (28, 29), (29, 31, 35), (30, 32, 33, 34, 37, 39), (31, 34), (32, 33, 34, 37, 39), (33, 35, 36, 38), (34, 37), (0, 6, 9, 16, 25, 35, 36, 37, 38, 39)]","[0, 6, 9, 16, 25, 35, 36, 37, 38, 39]"
F4,40,0.001,31,"[(1, 4, 9, 10, 12, 18, 19, 20, 21, 24, 29, 34), (2, 5, 7, 14, 17, 20, 26, 31, 35), (3, 4, 5, 7, 8, 14, 17, 20, 26, 30, 31, 35, 36, 38), (4, 9, 10, 12, 13, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 32, 34, 37, 39), (5, 7, 8, 14, 17, 20, 26, 30, 31, 35, 36, 38), (7, 9, 10, 18, 20, 21, 29), (8, 9, 10, 12, 13, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (10, 12, 18, 19, 20, 21, 24, 27, 29, 34, 37), (11, 12, 13, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (12, 18, 19, 20, 21, 24, 29), (13, 18, 19, 20, 21, 24, 29, 34, 37), (14, 17, 20, 26, 30, 31, 35, 36, 38), (15, 16, 18, 19, 20, 21, 23, 24, 27, 29, 32, 33, 34, 37, 39), (17, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (18, 20, 26, 30, 31, 35, 36, 38), (19, 20, 21, 29), (20, 21, 22, 23, 24, 25, 27, 29, 32, 34, 37), (21, 24, 29), (22, 23, 24, 25, 30, 31, 32, 33, 34, 36, 37), (23, 24, 29, 34, 37), (24, 26, 30, 31, 35, 36, 38), (26, 29), (27, 29), (28, 29), (29, 31, 35), (30, 32, 33, 34, 37, 39), (31, 34), (32, 33, 34, 37, 39), (33, 35, 36, 38), (34, 37), (0, 6, 9, 16, 25, 35, 36, 37, 38, 39)]","[0, 6, 9, 16, 25, 35, 36, 37, 38, 39]"
F4,40,1e-06,31,"[(1, 4, 9, 10, 12, 18, 19, 20, 21, 24, 29, 34), (2, 5, 7, 14, 17, 20, 26, 31, 35), (3, 4, 5, 7, 8, 14, 17, 20, 26, 30, 31, 35, 36, 38), (4, 9, 10, 12, 13, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 32, 34, 37, 39), (5, 7, 8, 14, 17, 20, 26, 30, 31, 35, 36, 38), (7, 9, 10, 18, 20, 21, 29), (8, 9, 10, 12, 13, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (10, 12, 18, 19, 20, 21, 24, 27, 29, 34, 37), (11, 12, 13, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (12, 18, 19, 20, 21, 24, 29), (13, 18, 19, 20, 21, 24, 29, 34, 37), (14, 17, 20, 26, 30, 31, 35, 36, 38), (15, 16, 18, 19, 20, 21, 23, 24, 27, 29, 32, 33, 34, 37, 39), (17, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (18, 20, 26, 30, 31, 35, 36, 38), (19, 20, 21, 29), (20, 21, 22, 23, 24, 25, 27, 29, 32, 34, 37), (21, 24, 29), (22, 23, 24, 25, 30, 31, 32, 33, 34, 36, 37), (23, 24, 29, 34, 37), (24, 26, 30, 31, 35, 36, 38), (26, 29), (27, 29), (28, 29), (29, 31, 35), (30, 32, 33, 34, 37, 39), (31, 34), (32, 33, 34, 37, 39), (33, 35, 36, 38), (34, 37), (0, 6, 9, 16, 25, 35, 36, 37, 38, 39)]","[0, 6, 9, 16, 25, 35, 36, 37, 38, 39]"
F4,40,1e-09,31,"[(1, 4, 9, 10, 12, 18, 19, 20, 21, 24, 29, 34), (2, 5, 7, 14, 17, 20, 26, 31, 35), (3, 4, 5, 7, 8, 14, 17, 20, 26, 30, 31, 35, 36, 38), (4, 9, 10, 12, 13, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 32, 34, 37, 39), (5, 7, 8, 14, 17, 20, 26, 30, 31, 35, 36, 38), (7, 9, 10, 18, 20, 21, 29), (8, 9, 10, 12, 13, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (10, 12, 18, 19, 20, 21, 24, 27, 29, 34, 37), (11, 12, 13, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (12, 18, 19, 20, 21, 24, 29), (13, 18, 19, 20, 21, 24, 29, 34, 37), (14, 17, 20, 26, 30, 31, 35, 36, 38), (15, 16, 18, 19, 20, 21, 23, 24, 27, 29, 32, 33, 34, 37, 39), (17, 18, 19, 20, 21, 23, 24, 27, 29, 32, 34, 37), (18, 20, 26, 30, 31, 35, 36, 38), (19, 20, 21, 29), (20, 21, 22, 23, 24, 25, 27, 29, 32, 34, 37), (21, 24, 29), (22, 23, 24, 25, 30, 31, 32, 33, 34, 36, 37), (23, 24, 29, 34, 37), (24, 26, 30, 31, 35, 36, 38), (26, 29), (27, 29), (28, 29), (29, 31, 35), (30, 32, 33, 34, 37, 39), (31, 34), (32, 33, 34, 37, 39), (33, 35, 36, 38), (34, 37), (0, 6, 9, 16, 25, 35, 36, 37, 38, 39)]","[0, 6, 9, 16, 25, 35, 36, 37, 38, 39]"
F4,50,0.1,39,"[(0, 5, 16, 38, 41, 46), (2, 4, 11, 15, 18, 23, 27), (3, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (4, 5, 7, 11, 13, 16, 20, 26, 38, 41, 43, 46, 49), (5, 15, 27), (6, 9, 11, 15, 18, 19, 22, 23, 27, 35, 39, 42, 45, 48), (7, 9, 11, 12, 14, 15, 18, 19, 22, 23, 25, 27, 29, 30, 35, 39, 40, 41, 42, 45, 48), (8, 11, 15, 18, 19, 22, 23, 27, 39, 45), (9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (10, 11, 28, 41), (11, 15, 18, 19, 22, 23, 27, 28, 35, 39, 41, 45, 48), (12, 41, 46), (13, 15, 18, 19, 22, 23, 27, 35, 39, 45, 48), (14, 15, 18, 19, 22, 23, 27, 35, 39, 42, 45, 48), (15, 16, 26, 38, 41, 43, 46), (17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (19, 20, 26, 38, 41, 43, 46, 49), (20, 22, 23, 25, 27, 29, 30, 32, 33, 35, 39, 40, 41, 42, 45, 48), (21, 22, 23, 25, 27, 29, 30, 32, 35, 39, 40, 41, 42, 45, 48), (23, 26, 31, 37, 38, 41, 43, 46, 49), (24, 26, 37, 38, 41, 43, 46, 49), (25, 27, 35, 39, 45, 48), (26, 27, 29, 30, 35, 39, 40, 42, 45, 48), (27, 29, 30, 32, 35, 39, 40, 41, 42, 45, 48), (28, 29, 31, 32, 34, 35, 38, 40, 41, 42, 46, 47, 49), (29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 48), (30, 38, 41, 43, 46), (31, 35, 39, 42, 45, 48), (34, 35, 39, 40, 41, 42, 45, 48), (35, 39, 45), (36, 38, 41, 43, 46), (37, 38, 41, 43, 46, 49), (38, 39, 40, 41, 42, 45, 48), (40, 45), (41, 42, 45, 48), (43, 45, 48), (47, 48), (48, 49), (1, 16, 18, 22, 32, 33, 39, 42, 44, 45, 46, 49)]","[1, 16, 18, 22, 32, 33, 39, 42, 44, 45, 46, 49]"
F4,50,0.001,39,"[(0, 5, 16, 38, 41, 46), (2, 4, 11, 15, 18, 23, 27), (3, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (4, 5, 7, 11, 13, 16, 20, 26, 38, 41, 43, 46, 49), (5, 15, 27), (6, 9, 11, 15, 18, 19, 22, 23, 27, 35, 39, 42, 45, 48), (7, 9, 11, 12, 14, 15, 18, 19, 22, 23, 25, 27, 29, 30, 35, 39, 40, 41, 42, 45, 48), (8, 11, 15, 18, 19, 22, 23, 27, 39, 45), (9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (10, 11, 28, 41), (11, 15, 18, 19, 22, 23, 27, 28, 35, 39, 41, 45, 48), (12, 41, 46), (13, 15, 18, 19, 22, 23, 27, 35, 39, 45, 48), (14, 15, 18, 19, 22, 23, 27, 35, 39, 42, 45, 48), (15, 16, 26, 38, 41, 43, 46), (17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (19, 20, 26, 38, 41, 43, 46, 49), (20, 22, 23, 25, 27, 29, 30, 32, 33, 35, 39, 40, 41, 42, 45, 48), (21, 22, 23, 25, 27, 29, 30, 32, 35, 39, 40, 41, 42, 45, 48), (23, 26, 31, 37, 38, 41, 43, 46, 49), (24, 26, 37, 38, 41, 43, 46, 49), (25, 27, 35, 39, 45, 48), (26, 27, 29, 30, 35, 39, 40, 42, 45, 48), (27, 29, 30, 32, 35, 39, 40, 41, 42, 45, 48), (28, 29, 31, 32, 34, 35, 38, 40, 41, 42, 46, 47, 49), (29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 48), (30, 38, 41, 43, 46), (31, 35, 39, 42, 45, 48), (34, 35, 39, 40, 41, 42, 45, 48), (35, 39, 45), (36, 38, 41, 43, 46), (37, 38, 41, 43, 46, 49), (38, 39, 40, 41, 42, 45, 48), (40, 45), (41, 42, 45, 48), (43, 45, 48), (47, 48), (48, 49), (1, 16, 18, 22, 32, 33, 39, 42, 44, 45, 46, 49)]","[1, 16, 18, 22, 32, 33, 39, 42, 44, 45, 46, 49]"
F4,50,1e-06,39,"[(0, 5, 16, 38, 41, 46), (2, 4, 11, 15, 18, 23, 27), (3, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (4, 5, 7, 11, 13, 16, 20, 26, 38, 41, 43, 46, 49), (5, 15, 27), (6, 9, 11, 15, 18, 19, 22, 23, 27, 35, 39, 42, 45, 48), (7, 9, 11, 12, 14, 15, 18, 19, 22, 23, 25, 27, 29, 30, 35, 39, 40, 41, 42, 45, 48), (8, 11, 15, 18, 19, 22, 23, 27, 39, 45), (9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (10, 11, 28, 41), (11, 15, 18, 19, 22, 23, 27, 28, 35, 39, 41, 45, 48), (12, 41, 46), (13, 15, 18, 19, 22, 23, 27, 35, 39, 45, 48), (14, 15, 18, 19, 22, 23, 27, 35, 39, 42, 45, 48), (15, 16, 26, 38, 41, 43, 46), (17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (19, 20, 26, 38, 41, 43, 46, 49), (20, 22, 23, 25, 27, 29, 30, 32, 33, 35, 39, 40, 41, 42, 45, 48), (21, 22, 23, 25, 27, 29, 30, 32, 35, 39, 40, 41, 42, 45, 48), (23, 26, 31, 37, 38, 41, 43, 46, 49), (24, 26, 37, 38, 41, 43, 46, 49), (25, 27, 35, 39, 45, 48), (26, 27, 29, 30, 35, 39, 40, 42, 45, 48), (27, 29, 30, 32, 35, 39, 40, 41, 42, 45, 48), (28, 29, 31, 32, 34, 35, 38, 40, 41, 42, 46, 47, 49), (29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 48), (30, 38, 41, 43, 46), (31, 35, 39, 42, 45, 48), (34, 35, 39, 40, 41, 42, 45, 48), (35, 39, 45), (36, 38, 41, 43, 46), (37, 38, 41, 43, 46, 49), (38, 39, 40, 41, 42, 45, 48), (40, 45), (41, 42, 45, 48), (43, 45, 48), (47, 48), (48, 49), (1, 16, 18, 22, 32, 33, 39, 42, 44, 45, 46, 49)]","[1, 16, 18, 22, 32, 33, 39, 42, 44, 45, 46, 49]"
F4,50,1e-09,39,"[(0, 5, 16, 38, 41, 46), (2, 4, 11, 15, 18, 23, 27), (3, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (4, 5, 7, 11, 13, 16, 20, 26, 38, 41, 43, 46, 49), (5, 15, 27), (6, 9, 11, 15, 18, 19, 22, 23, 27, 35, 39, 42, 45, 48), (7, 9, 11, 12, 14, 15, 18, 19, 22, 23, 25, 27, 29, 30, 35, 39, 40, 41, 42, 45, 48), (8, 11, 15, 18, 19, 22, 23, 27, 39, 45), (9, 11, 12, 14, 15, 17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (10, 11, 28, 41), (11, 15, 18, 19, 22, 23, 27, 28, 35, 39, 41, 45, 48), (12, 41, 46), (13, 15, 18, 19, 22, 23, 27, 35, 39, 45, 48), (14, 15, 18, 19, 22, 23, 27, 35, 39, 42, 45, 48), (15, 16, 26, 38, 41, 43, 46), (17, 18, 19, 21, 22, 23, 24, 25, 27, 29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 47, 48), (19, 20, 26, 38, 41, 43, 46, 49), (20, 22, 23, 25, 27, 29, 30, 32, 33, 35, 39, 40, 41, 42, 45, 48), (21, 22, 23, 25, 27, 29, 30, 32, 35, 39, 40, 41, 42, 45, 48), (23, 26, 31, 37, 38, 41, 43, 46, 49), (24, 26, 37, 38, 41, 43, 46, 49), (25, 27, 35, 39, 45, 48), (26, 27, 29, 30, 35, 39, 40, 42, 45, 48), (27, 29, 30, 32, 35, 39, 40, 41, 42, 45, 48), (28, 29, 31, 32, 34, 35, 38, 40, 41, 42, 46, 47, 49), (29, 30, 32, 33, 34, 35, 39, 40, 41, 42, 45, 48), (30, 38, 41, 43, 46), (31, 35, 39, 42, 45, 48), (34, 35, 39, 40, 41, 42, 45, 48), (35, 39, 45), (36, 38, 41, 43, 46), (37, 38, 41, 43, 46, 49), (38, 39, 40, 41, 42, 45, 48), (40, 45), (41, 42, 45, 48), (43, 45, 48), (47, 48), (48, 49), (1, 16, 18, 22, 32, 33, 39, 42, 44, 45, 46, 49)]","[1, 16, 18, 22, 32, 33, 39, 42, 44, 45, 46, 49]"
F4,60,0.1,52,"[(0, 1, 6, 11, 12, 13, 14, 15, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 45, 47, 48, 49, 51, 53, 54, 57), (1, 6, 11, 12, 13, 14, 15, 19, 21, 22, 25, 26, 28, 29, 31, 32, 35, 48, 53, 57), (2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 40, 45, 47, 48, 49, 51, 53, 54, 55, 57, 58), (3, 26, 42, 52), (4, 6, 11, 12, 13, 14, 15, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 45, 48, 51, 53, 54, 57), (5, 21, 25, 28, 48), (6, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 45, 47, 48, 49, 51, 53, 54, 57), (7, 11, 12, 13, 14, 15, 19, 21, 22, 25, 26, 28, 29, 31, 32, 35, 48, 53, 57), (8, 11, 12, 13, 14, 15, 19, 21, 22, 25, 26, 28, 29, 30, 31, 32, 34, 35, 48, 51, 53, 57), (9, 11, 12, 13, 14, 15, 19, 21, 22, 25, 26, 28, 29, 31, 32, 35, 48, 53, 57), (10, 12, 13, 14, 15, 19, 21, 22, 25, 26, 28, 29, 31, 32, 48, 53, 57), (11, 23, 26, 33, 36, 37, 41, 42, 46, 52), (12, 23, 26, 33, 36, 37, 41, 42, 46, 52), (13, 26), (14, 15, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 45, 48, 49, 51, 53, 54, 57), (15, 21, 25, 26, 28, 48), (17, 19, 21, 22, 25, 28, 29, 31, 32, 48, 57), (18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 45, 47, 48, 49, 51, 53, 54, 57), (19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 45, 47, 48, 49, 51, 53, 54, 57), (20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 45, 48, 51, 53, 54, 57), (21, 23, 26, 33, 36, 37, 41, 42, 46, 52), (24, 25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 45, 48, 51, 53, 54, 57), (25, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 45, 47, 48, 49, 51, 53, 54, 57), (26, 27, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42, 45, 46, 47, 48, 49, 50, 51, 53, 56, 57, 58, 59), (27, 28, 29, 31, 32, 48, 57), (28, 29, 30, 31, 32, 34, 35, 38, 40, 45, 47, 48, 49, 51, 53, 54, 55, 57, 58, 59), (29, 31, 32, 48, 57), (30, 31, 32, 34, 35, 38, 45, 47, 48, 49, 51, 53, 54, 57), (31, 32, 34, 35, 48, 51, 53, 57), (32, 48, 57), (33, 34, 35, 48, 51, 53, 57), (34, 35, 48, 51, 53, 57), (35, 48, 57, 59), (36, 48, 51, 53, 57), (37, 48, 51, 53, 57), (38, 48, 57), (39, 48, 53, 57), (40, 48), (41, 45, 47, 48, 49, 51, 53, 54, 57), (42, 48, 57), (43, 48, 53, 57), (45, 52), (47, 52), (49, 51, 53, 54, 57), (50, 52), (51, 53, 54, 55, 57, 58), (52, 53, 54, 55, 57), (53, 54, 55, 57, 58), (54, 55, 57), (55, 57), (56, 57, 58), (16, 22, 23, 44, 46, 48, 57, 58, 59)]","[16, 22, 23, 44, 46, 48, 57, 58, 59]"
